ideal,0.1%,0.2%,0.3%,0.4%,0.5%,0.6%,0.7%,0.8%,0.9%,1%
671,670,670,670,670,670,670,670,670,670,670
813,790,791,791,791,791,791,791,791,791,792
927,926,926,926,926,926,926,926,926,926,926
999,962,962,962,962,962,962,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
999,961,961,961,961,961,961,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
813,790,790,790,790,790,790,790,789,789,789
671,670,670,670,670,670,670,670,670,670,670
513,513,513,513,513,513,513,513,512,512,512
354,353,353,353,353,353,353,353,353,353,353
212,237,236,236,236,236,236,236,236,236,236
98,97,97,97,97,97,97,97,97,97,97
26,66,65,65,65,65,65,65,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,66,66,66,66,66,66,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,237,237,237,237,237,237,237,237,238,238
354,353,353,353,353,353,353,353,353,353,353
512,513,514,514,514,514,514,514,515,515,515
670,670,670,670,670,670,670,670,670,670,670
813,790,790,791,791,791,791,791,791,791,791
927,926,926,926,926,926,926,926,926,926,926
999,961,962,962,962,962,962,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
999,962,961,961,961,961,961,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,790,790,790,790,790,790,790,790,789,789
671,670,670,670,670,670,670,670,670,670,670
513,514,513,513,513,513,513,513,513,512,512
355,354,354,354,354,354,354,354,354,354,354
212,237,237,237,236,236,236,236,236,236,236
98,97,97,97,97,97,97,97,97,97,97
26,66,66,65,65,65,65,65,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,66,66,66,66,66,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,236,237,237,237,237,237,237,237,237,238
354,353,353,353,353,353,353,353,353,353,353
512,513,513,514,514,514,514,514,514,514,515
670,669,669,669,669,669,669,669,669,669,669
813,790,790,790,791,791,791,791,791,791,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,962,962,962,962,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,961,961,961,961,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,791,790,790,790,790,790,790,790,790,790
671,670,670,670,670,670,670,670,670,670,670
513,514,514,514,513,513,513,513,513,513,512
355,354,354,354,354,354,354,354,354,354,354
212,237,237,237,237,236,236,236,236,236,236
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,65,65,65,65,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,66,66,66,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,236,236,237,237,237,237,237,237,237,237
354,353,353,353,353,353,353,353,353,353,353
512,513,513,513,514,514,514,514,514,514,514
670,669,669,669,669,669,669,669,669,669,669
813,790,790,790,790,791,791,791,791,791,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,962,962,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,961,961,961,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,791,791,791,790,790,790,790,790,790,790
671,670,670,670,670,670,670,670,670,670,670
513,514,514,514,514,513,513,513,513,513,513
355,354,354,354,354,354,354,354,354,354,354
212,237,237,237,237,237,236,236,236,236,236
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,65,65,65,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,66,66,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,236,236,236,237,237,237,237,237,237,237
353,353,353,353,353,353,353,353,353,353,353
512,513,513,513,513,514,514,514,514,514,514
670,669,669,669,669,669,669,669,669,669,669
813,790,790,790,790,790,790,791,791,791,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,962,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,961,961,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,791,791,791,791,790,790,790,790,790,790
671,671,671,671,671,671,671,671,671,671,671
513,514,514,514,514,514,513,513,513,513,513
355,354,354,354,354,354,354,354,354,354,354
212,237,237,237,237,237,237,236,236,236,236
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,65,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,66,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,236,236,236,236,237,237,237,237,237,237
353,352,352,352,352,352,352,352,352,352,352
511,513,513,513,513,513,513,514,514,514,514
670,669,669,669,669,669,669,669,669,669,669
813,790,790,790,790,790,790,790,791,791,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,962,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,961,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,791,791,791,791,791,790,790,790,790,790
672,671,671,671,671,671,671,671,671,671,671
514,514,514,514,514,514,514,513,513,513,513
355,354,354,354,354,354,354,354,354,354,354
212,237,237,237,237,237,237,237,236,236,236
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,66,65,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,66,66,66,66
98,97,97,97,97,97,97,97,97,97,97
211,236,236,236,236,236,236,237,237,237,237
353,352,352,352,352,352,352,352,352,352,352
511,513,513,513,513,513,513,513,514,514,514
670,669,669,669,669,669,669,669,669,669,669
812,790,790,790,790,790,790,790,790,791,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,961,962,962,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,961,961,961
927,926,926,926,926,926,926,926,926,926,926
814,791,791,791,791,791,791,790,790,790,790
672,671,671,671,671,671,671,671,671,671,671
514,515,514,514,514,514,514,514,513,513,513
355,355,355,355,355,355,355,355,355,355,355
213,237,237,237,237,237,237,237,237,237,236
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,66,66,65,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,66,66,66
97,96,96,96,96,96,96,96,96,96,96
210,236,236,236,236,236,236,236,237,237,237
353,352,352,352,352,352,352,352,352,352,352
511,512,513,513,513,513,513,513,513,514,514
669,668,668,668,668,668,668,668,668,668,668
812,789,790,790,790,790,790,790,790,790,791
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,961,961,961,962
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,961,961
928,927,927,927,927,927,927,927,927,927,927
815,791,791,791,791,791,791,791,790,790,790
672,671,671,671,671,671,671,671,671,671,671
514,515,515,514,514,514,514,514,514,514,513
356,355,355,355,355,355,355,355,355,355,355
213,238,238,237,237,237,237,237,237,237,237
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,66,66,66,65
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,66
97,96,96,96,96,96,96,96,96,96,96
210,236,236,236,236,236,236,236,236,237,237
353,352,352,352,352,352,352,352,352,352,352
511,512,512,512,513,513,513,513,513,513,514
669,668,668,668,668,668,668,668,668,668,668
812,789,789,790,790,790,790,790,790,790,790
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,961
928,927,927,927,927,927,927,927,927,927,927
815,791,791,791,791,791,791,791,791,791,790
672,671,671,671,671,671,671,671,671,671,671
514,515,515,515,514,514,514,514,514,514,514
356,355,355,355,355,355,355,355,355,355,355
213,238,238,238,237,237,237,237,237,237,237
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
210,235,236,236,236,236,236,236,236,236,237
353,352,352,352,352,352,352,352,352,352,352
511,512,512,512,512,513,513,513,513,513,513
669,668,668,668,668,668,668,668,668,668,668
812,789,789,789,790,790,790,790,790,790,790
926,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
815,792,792,791,791,791,791,791,791,791,791
672,671,671,671,671,671,671,671,671,671,671
514,515,515,515,515,514,514,514,514,514,514
356,355,355,355,355,355,355,355,355,355,355
213,238,238,238,238,237,237,237,237,237,237
99,98,98,98,98,98,98,98,98,98,98
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
210,235,235,236,236,236,236,236,236,236,236
352,351,351,351,351,351,351,351,351,351,351
510,512,512,512,512,512,513,513,513,513,513
669,668,668,668,668,668,668,668,668,668,668
812,789,789,789,789,789,790,790,790,790,790
925,925,925,925,925,925,925,925,925,925,925
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
815,792,792,792,791,791,791,791,791,791,791
673,672,672,672,672,672,672,672,672,672,672
515,515,515,515,515,515,515,514,514,514,514
356,355,355,355,355,355,355,355,355,355,355
213,238,238,238,238,238,237,237,237,237,237
99,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
210,235,235,235,236,236,236,236,236,236,236
352,351,351,351,351,351,351,351,351,351,351
510,512,512,512,512,512,512,513,513,513,513
669,668,668,668,668,668,668,668,668,668,668
812,789,789,789,789,789,789,790,790,790,790
925,924,924,924,924,924,924,924,924,924,924
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
815,792,792,792,792,791,791,791,791,791,791
673,672,672,672,672,672,672,672,672,672,672
515,515,515,515,515,515,515,515,514,514,514
356,355,355,355,355,355,355,355,355,355,355
213,238,238,238,238,238,238,237,237,237,237
100,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
210,235,235,235,235,235,236,236,236,236,236
352,351,351,351,351,351,351,351,351,351,351
510,511,512,512,512,512,512,512,513,513,513
668,667,667,667,667,667,667,667,667,667,667
811,789,789,789,789,789,789,789,790,790,790
925,924,924,924,924,924,924,924,924,924,924
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
815,792,792,792,792,792,791,791,791,791,791
673,672,672,672,672,672,672,672,672,672,672
515,516,515,515,515,515,515,515,515,514,514
357,356,356,356,356,356,356,356,356,356,356
214,238,238,238,238,238,238,238,238,237,237
100,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
209,235,235,235,235,235,235,236,236,236,236
352,351,351,351,351,351,351,351,351,351,351
510,511,511,512,512,512,512,512,512,512,513
668,667,667,667,667,667,667,667,667,667,667
811,789,789,789,789,789,789,789,789,790,790
925,924,924,924,924,924,924,924,924,924,924
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
816,792,792,792,792,792,792,791,791,791,791
673,672,672,672,672,672,672,672,672,672,672
515,516,516,515,515,515,515,515,515,515,514
357,356,356,356,356,356,356,356,356,356,356
214,239,238,238,238,238,238,238,238,238,237
100,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
209,235,235,235,235,235,235,235,236,236,236
352,351,351,351,351,351,351,351,351,351,351
510,511,511,511,512,512,512,512,512,512,512
668,667,667,667,667,667,667,667,667,667,667
811,788,789,789,789,789,789,789,789,789,790
925,924,924,924,924,924,924,924,924,924,924
999,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
816,792,792,792,792,792,792,792,792,791,791
673,672,672,672,672,672,672,672,672,672,672
515,516,516,516,516,515,515,515,515,515,515
357,356,356,356,356,356,356,356,356,356,356
214,239,239,238,238,238,238,238,238,238,238
100,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
97,96,96,96,96,96,96,96,96,96,96
209,235,235,235,235,235,235,235,235,236,236
351,350,350,350,350,350,350,350,350,350,350
510,511,511,511,511,512,512,512,512,512,512
668,667,667,667,667,667,667,667,667,667,667
811,788,788,789,789,789,789,789,789,789,789
925,924,924,924,924,924,924,924,924,924,924
998,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
928,927,927,927,927,927,927,927,927,927,927
816,792,792,792,792,792,792,792,792,792,791
674,673,673,673,673,673,673,673,673,673,673
515,516,516,516,516,516,515,515,515,515,515
357,356,356,356,356,356,356,356,356,356,356
214,239,239,239,238,238,238,238,238,238,238
100,99,99,99,99,99,99,99,99,99,99
26,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
25,65,65,65,65,65,65,65,65,65,65
96,95,95,95,95,95,95,95,95,95,95
209,234,235,235,235,235,235,235,235,235,236
351,350,350,350,350,350,350,350,350,350,350
509,511,511,511,511,511,511,512,512,512,512
668,667,667,667,667,667,667,667,667,667,667
811,788,788,788,788,789,789,789,789,789,789
925,924,924,924,924,924,924,924,924,924,924
998,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
929,928,928,928,928,928,928,928,928,928,928
816,793,793,792,792,792,792,792,792,792,792
674,673,673,673,673,673,673,673,673,673,673
516,516,516,516,516,516,516,515,515,515,515
357,356,356,356,356,356,356,356,356,356,356
214,239,239,239,239,238,238,238,238,238,238
100,99,99,99,99,99,99,99,99,99,99
27,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
24,65,65,65,65,65,65,65,65,65,65
96,95,95,95,95,95,95,95,95,95,95
209,234,234,235,235,235,235,235,235,235,235
351,350,350,350,350,350,350,350,350,350,350
509,511,511,511,511,511,511,511,512,512,512
667,667,667,667,667,667,667,667,667,667,667
811,788,788,788,788,788,789,789,789,789,789
925,924,924,924,924,924,924,924,924,924,924
998,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
929,928,928,928,928,928,928,928,928,928,928
816,793,793,793,792,792,792,792,792,792,792
674,673,673,673,673,673,673,673,673,673,673
516,517,516,516,516,516,516,516,515,515,515
358,357,357,357,357,357,357,357,357,357,357
214,239,239,239,239,239,238,238,238,238,238
100,99,99,99,99,99,99,99,99,99,99
27,66,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
24,65,65,65,65,65,65,65,65,65,65
96,95,95,95,95,95,95,95,95,95,95
209,234,234,234,234,235,235,235,235,235,235
351,350,350,350,350,350,350,350,350,350,350
509,510,511,511,511,511,511,511,511,512,512
667,666,666,666,666,666,666,666,666,666,666
811,788,788,788,788,788,788,789,789,789,789
925,924,924,924,924,924,924,924,924,924,924
998,961,961,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1000,962,962,962,962,962,962,962,962,962,962
929,928,928,928,928,928,928,928,928,928,928
816,793,793,793,793,792,792,792,792,792,792
674,673,673,673,673,673,673,673,673,673,673
516,517,517,516,516,516,516,516,516,516,515
358,357,357,357,357,357,357,357,357,357,357
214,239,239,239,239,239,239,239,238,238,238
100,99,99,99,99,99,99,99,99,99,99
27,67,66,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
24,65,65,65,65,65,65,65,65,65,65
96,95,95,95,95,95,95,95,95,95,95
209,234,234,234,234,234,235,235,235,235,235
351,350,350,350,350,350,350,350,350,350,350
509,510,510,511,511,511,511,511,511,511,512
667,666,666,666,666,666,666,666,666,666,666
810,788,788,788,788,788,788,788,789,789,789
924,923,923,923,923,923,923,923,923,923,923
998,960,960,961,961,961,961,961,961,961,961
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
1001,963,962,962,962,962,962,962,962,962,962
929,928,928,928,928,928,928,928,928,928,928
816,793,793,793,793,793,792,792,792,792,792
674,673,673,673,673,673,673,673,673,673,673
516,517,517,517,516,516,516,516,516,516,516
358,357,357,357,357,357,357,357,357,357,357
215,239,239,239,239,239,239,239,239,238,238
101,100,100,100,100,100,100,100,100,100,100
27,67,67,66,66,66,66,66,66,66,66
0,0,0,0,0,0,0,0,0,0,0
24,64,65,65,65,65,65,65,65,65,65
96,95,95,95,95,95,95,95,95,95,95
208,234,234,234,234,234,234,235,235,235,235
351,350,350,350,350,350,350,350,350,350,350
509,510,510,510,510,511,511,511,511,511,511
667,666,666,666,666,666,666,666,666,666,666
